0.100000D+00  0.142047D+01  0.455887D+00  0.000000D+00  0.000000D+00
0.200000D+00  0.177414D+01  0.696266D+00  0.000000D+00  0.000000D+00
0.300000D+00  0.198586D+01  0.926953D+00  0.633831D+00  0.000000D+00
0.400000D+00  0.208857D+01  0.115693D+01  0.105890D+01  0.000000D+00
0.500000D+00  0.216641D+01  0.134075D+01  0.130581D+01  0.000000D+00
0.600000D+00  0.223369D+01  0.149742D+01  0.148365D+01  0.000000D+00
0.700000D+00  0.228095D+01  0.163383D+01  0.162939D+01  0.559016D+00
0.800000D+00  0.230850D+01  0.174416D+01  0.174286D+01  0.921174D+00
0.900000D+00  0.233215D+01  0.183241D+01  0.183241D+01  0.118359D+01
0.100000D+01  0.234765D+01  0.191800D+01  0.191800D+01  0.136819D+01
0.110000D+01  0.235408D+01  0.198911D+01  0.198911D+01  0.155870D+01
0.120000D+01  0.236454D+01  0.204938D+01  0.204961D+01  0.172048D+01
