     .30000D+00     .15870D+01     .15870D+01     .76296D+00     .76296D+00    -.25328D+02    -.43019D+01    -.25308D+02    -.96238D+00    -.58098D+01    -.11300D+02    -.29508D+02    -.39035D+01    -.15429D+02    -.76261D+01    -.15803D+02    -.25329D+01    -.12654D+02    -.12116D+01    -.13865D+02
     .30000D+00     .15870D+01     .15870D+01     .87338D+00     .60556D+00    -.25392D+02    -.47870D+01    -.25439D+02     .16076D+00    -.28509D+01    -.13220D+02    -.34586D+02    -.54310D+01    -.15679D+02    -.73732D+01    -.16493D+02     .31274D+00    -.12399D+02    -.10113D+01    -.13410D+02
     .30000D+00     .15870D+01     .15870D+01     .96127D+00     .00000D+00    -.25463D+02    -.52462D+01    -.25566D+02     .12159D+01    -.40400D+00    -.15314D+02    -.43499D+02    -.72198D+01    -.15995D+02    -.69374D+01    -.17266D+02     .34552D+01    -.12133D+02    -.63152D+00    -.12764D+02
     .30000D+00     .18167D+01     .12596D+01     .76296D+00     .76296D+00     .65182D+01    -.39177D+01    -.60653D+02    -.55254D+00    -.18550D+02    -.10530D+02    -.28980D+02    -.34796D+01    -.15692D+02    -.76995D+01    -.11817D+02    -.32460D+01    -.54990D+01    -.14841D+01    -.69830D+01
     .30000D+00     .18167D+01     .12596D+01     .87338D+00     .60556D+00     .64908D+01    -.44408D+01    -.60878D+02     .13463D+01    -.15250D+02    -.12574D+02    -.33746D+02    -.48361D+01    -.15774D+02    -.73954D+01    -.13462D+02    -.24631D+00    -.53848D+01    -.14386D+01    -.68234D+01
     .30000D+00     .18167D+01     .12596D+01     .96127D+00     .00000D+00     .65935D+01    -.49590D+01    -.60947D+02     .32935D+01    -.12268D+02    -.14749D+02    -.42062D+02    -.64693D+01    -.16093D+02    -.69213D+01    -.15888D+02     .30579D+01    -.51783D+01    -.12140D+01    -.63923D+01
     .30000D+00     .19995D+01     .00000D+00     .76296D+00     .76296D+00     .37926D+02    -.37574D+01    -.11071D+03    -.98441D+00    -.36660D+02    -.97734D+01    -.27395D+02    -.32677D+01    -.20854D+02    -.78891D+01    -.19408D+02    -.42417D+01     .17517D+02    -.18687D+01     .15648D+02
     .30000D+00     .19995D+01     .00000D+00     .87338D+00     .60556D+00     .37965D+02    -.42117D+01    -.11108D+03     .16385D+01    -.33248D+02    -.11573D+02    -.31584D+02    -.44980D+01    -.20755D+02    -.74712D+01    -.21222D+02    -.12428D+01     .17435D+02    -.20515D+01     .15383D+02
     .30000D+00     .19995D+01     .00000D+00     .96127D+00     .00000D+00     .38002D+02    -.46722D+01    -.11145D+03     .43140D+01    -.30175D+02    -.13659D+02    -.39083D+02    -.60441D+01    -.20611D+02    -.68782D+01    -.23499D+02     .19866D+01     .17364D+02    -.20624D+01     .15302D+02
     .30000D+00     .15259D+01     .15259D+01     .96127D+00     .96127D+00    -.25069D+02    -.87510D+01    -.25205D+02    -.18384D+01     .19619D+01    -.21259D+02    -.19062D+02    -.68876D+01    -.13932D+02    -.14128D+02    -.14901D+02    -.46061D+01    -.12189D+02    -.20940D+01    -.14283D+02
     .30000D+00     .15259D+01     .15259D+01     .11004D+01     .76296D+00    -.25214D+02    -.95830D+01    -.25479D+02     .66177D+00     .67635D+01    -.25692D+02    -.26952D+02    -.92548D+01    -.14422D+02    -.13662D+02    -.16122D+02     .72206D+00    -.11703D+02    -.20349D+01    -.13738D+02
     .30000D+00     .15259D+01     .15259D+01     .12111D+01     .00000D+00    -.25256D+02    -.10313D+02    -.25653D+02     .29569D+01     .10791D+02    -.30556D+02    -.40886D+02    -.11889D+02    -.14951D+02    -.13302D+02    -.17805D+02     .78696D+01    -.11116D+02    -.15080D+01    -.12624D+02
     .30000D+00     .17468D+01     .12111D+01     .96127D+00     .96127D+00     .41615D+01    -.80375D+01    -.57811D+02    -.12713D+01    -.97970D+01    -.20142D+02    -.18441D+02    -.62459D+01    -.13772D+02    -.14280D+02    -.92421D+01    -.59676D+01    -.65790D+01    -.25517D+01    -.91307D+01
     .30000D+00     .17468D+01     .12111D+01     .11004D+01     .76296D+00     .42077D+01    -.89131D+01    -.58115D+02     .25636D+01    -.45305D+01    -.24658D+02    -.25832D+02    -.84118D+01    -.14001D+02    -.13591D+02    -.12399D+02    -.23329D+00    -.62919D+01    -.27611D+01    -.90529D+01
     .30000D+00     .17468D+01     .12111D+01     .12111D+01     .00000D+00     .41193D+01    -.97571D+01    -.58619D+02     .66350D+01     .19233D+00    -.29684D+02    -.38933D+02    -.10981D+02    -.14474D+02    -.13220D+02    -.16301D+02     .71993D+01    -.60204D+01    -.25054D+01    -.85259D+01
     .30000D+00     .19225D+01     .00000D+00     .96127D+00     .96127D+00     .32868D+02    -.77047D+01    -.10342D+03    -.21538D+01    -.25810D+02    -.18651D+02    -.17037D+02    -.59124D+01    -.16664D+02    -.14820D+02    -.15730D+02    -.79109D+01     .11912D+02    -.31769D+01     .87350D+01
     .30000D+00     .19225D+01     .00000D+00     .11004D+01     .76296D+00     .32923D+02    -.84796D+01    -.10420D+03     .37995D+01    -.20385D+02    -.23589D+02    -.23610D+02    -.79076D+01    -.16035D+02    -.14207D+02    -.18042D+02    -.17684D+01     .11795D+02    -.38304D+01     .79644D+01
     .30000D+00     .19225D+01     .00000D+00     .12111D+01     .00000D+00     .33104D+02    -.92021D+01    -.10481D+03     .92242D+01    -.15353D+02    -.27962D+02    -.35371D+02    -.10457D+02    -.16258D+02    -.13301D+02    -.21831D+02     .55887D+01     .11765D+02    -.39209D+01     .78439D+01
     .30000D+00     .14595D+01     .14595D+01     .11004D+01     .11004D+01    -.24987D+02    -.13482D+02    -.25196D+02    -.29756D+01     .84160D+01    -.31026D+02    -.10073D+02    -.96832D+01    -.12842D+02    -.19671D+02    -.14238D+02    -.66343D+01    -.11682D+02    -.28158D+01    -.14498D+02
     .30000D+00     .14595D+01     .14595D+01     .12596D+01     .87338D+00    -.24879D+02    -.14459D+02    -.25311D+02     .11382D+01     .14896D+02    -.37833D+02    -.20077D+02    -.12636D+02    -.13196D+02    -.20278D+02    -.15777D+02     .17768D+01    -.10848D+02    -.32598D+01    -.14108D+02
     .30000D+00     .14595D+01     .14595D+01     .13864D+01     .00000D+00    -.25000D+02    -.15243D+02    -.25597D+02     .46682D+01     .20151D+02    -.45008D+02    -.38081D+02    -.15889D+02    -.13889D+02    -.19696D+02    -.18035D+02     .12059D+02    -.10036D+02    -.27678D+01    -.12804D+02
     .30000D+00     .16707D+01     .11584D+01     .11004D+01     .11004D+01     .27438D+01    -.12381D+02    -.54057D+02    -.24842D+01    -.22469D+01    -.29549D+02    -.92641D+01    -.88653D+01    -.12951D+02    -.20384D+02    -.90300D+01    -.84738D+01    -.71932D+01    -.34039D+01    -.10597D+02
     .30000D+00     .16707D+01     .11584D+01     .12596D+01     .87338D+00     .26164D+01    -.13483D+02    -.54703D+02     .33848D+01     .47241D+01    -.36615D+02    -.19202D+02    -.11546D+02    -.13164D+02    -.20319D+02    -.13059D+02     .42520D+00    -.68662D+01    -.42160D+01    -.11082D+02
     .30000D+00     .16707D+01     .11584D+01     .13864D+01     .00000D+00     .25413D+01    -.14442D+02    -.55395D+02     .98337D+01     .11013D+02    -.43960D+02    -.36322D+02    -.15012D+02    -.13412D+02    -.19451D+02    -.18085D+02     .10957D+02    -.63762D+01    -.41040D+01    -.10480D+02
