     .10000D+01     .23707D+01     .23707D+01     .11397D+01     .11397D+01     .47813D+02    -.34532D+01     .46736D+02     .10303D+02     .53013D+02    -.39697D+02     .44674D+02    -.15791D+02     .28588D+02    -.21317D+02     .23228D+02    -.11695D+01     .15326D+02     .11227D+01     .16449D+02
     .10000D+01     .23707D+01     .23707D+01     .13047D+01     .90459D+00     .49062D+02    -.92956D+01     .47430D+02     .11568D+02     .61492D+02    -.48083D+02     .31657D+02    -.20909D+02     .25618D+02    -.14937D+02     .15449D+02     .17313D+02     .15558D+02     .85813D+00     .16416D+02
     .10000D+01     .23707D+01     .23707D+01     .14360D+01     .00000D+00     .50288D+02    -.15129D+02     .48115D+02     .13141D+02     .68779D+02    -.55693D+02     .68802D+01    -.22144D+02     .22430D+02    -.89229D+01     .50916D+01     .41275D+02     .15854D+02     .10601D+01     .16914D+02
     .10000D+01     .27138D+01     .18816D+01     .11397D+01     .11397D+01     .14030D+03    -.37515D+01    -.40458D+02     .16418D+02    -.79670D+00    -.33181D+02     .43464D+02    -.12214D+02     .16014D+02    -.23151D+02     .13532D+02    -.70665D+01     .35393D+02     .17590D-01     .35411D+02
     .10000D+01     .27138D+01     .18816D+01     .13047D+01     .90459D+00     .14186D+03    -.95885D+01    -.41622D+02     .22976D+02     .10332D+02    -.40761D+02     .31144D+02    -.14543D+02     .15134D+02    -.19022D+02     .28536D+01     .74145D+01     .35023D+02    -.75887D+00     .34264D+02
     .10000D+01     .27138D+01     .18816D+01     .14360D+01     .00000D+00     .14382D+03    -.16632D+02    -.42983D+02     .30104D+02     .19968D+02    -.48976D+02     .94319D+01    -.16051D+02     .14273D+02    -.15355D+02    -.94629D+01     .22906D+02     .34672D+02    -.11270D+01     .33545D+02
     .10000D+01     .29869D+01     .00000D+00     .11397D+01     .11397D+01     .22368D+03    -.33526D+00    -.15770D+03     .23074D+02    -.82759D+02    -.37433D+02     .26193D+02    -.83173D+01    -.26240D+02    -.35204D+02    -.26288D+02    -.11643D+02     .95487D+02    -.23734D+01     .93113D+02
     .10000D+01     .29869D+01     .00000D+00     .13047D+01     .90459D+00     .22552D+03    -.37142D+01    -.16271D+03     .42841D+02    -.71355D+02    -.45770D+02     .19363D+02    -.95291D+01    -.45495D+02     .20486D+01    -.36029D+02     .71816D+01     .94737D+02    -.41620D+01     .90575D+02
     .10000D+01     .29869D+01     .00000D+00     .14360D+01     .00000D+00     .22700D+03    -.68707D+01    -.17363D+03     .78935D+02    -.60342D+02    -.52987D+02     .60978D+01    -.10867D+02    -.19335D+02    -.42219D+02    -.44737D+02     .23381D+02     .94041D+02    -.55502D+01     .88490D+02
     .10000D+01     .22794D+01     .22794D+01     .14360D+01     .14360D+01     .31990D+02    -.61679D+01     .28429D+02     .23621D+02     .72063D+02    -.71846D+02     .62554D+02    -.25270D+02     .30186D+02    -.36181D+02     .20569D+02    -.96425D+00     .90372D+01     .21269D+01     .11164D+02
     .10000D+01     .22794D+01     .22794D+01     .16438D+01     .11397D+01     .33333D+02    -.16547D+02     .28863D+02     .28109D+02     .86494D+02    -.87112D+02     .38785D+02    -.27078D+02     .26452D+02    -.29333D+02     .56261D+01     .35569D+02     .95359D+01     .91825D+00     .10454D+02
     .10000D+01     .22794D+01     .22794D+01     .18092D+01     .00000D+00     .34399D+02    -.26235D+02     .28650D+02     .34370D+02     .99268D+02    -.10557D+03     .14575D+00    -.27785D+02     .18531D+02    -.15018D+02    -.16415D+02     .80945D+02     .10435D+02     .51836D+00     .10953D+02
     .10000D+01     .26093D+01     .18092D+01     .14360D+01     .14360D+01     .11220D+03    -.59704D+01    -.52802D+02     .32543D+02     .22630D+02    -.62089D+02     .64636D+02    -.21840D+02     .24096D+02    -.38907D+02     .30386D+02    -.18558D+02     .23658D+02     .42125D+00     .24079D+02
     .10000D+01     .26093D+01     .18092D+01     .16438D+01     .11397D+01     .11308D+03    -.13985D+02    -.55870D+02     .49000D+02     .40638D+02    -.86484D+02     .42444D+02    -.20346D+02     .21189D+02    -.30651D+02     .87730D+01     .17439D+02     .23322D+02    -.24757D+01     .20846D+02
     .10000D+01     .26093D+01     .18092D+01     .18092D+01     .00000D+00     .11361D+03    -.19973D+02    -.59955D+02     .67846D+02     .58299D+02    -.11514D+03     .46070D+01    -.20199D+02     .14677D+02    -.16243D+02    -.15995D+02     .55890D+02     .23431D+02    -.47375D+01     .18693D+02
     .10000D+01     .28719D+01     .00000D+00     .14360D+01     .14360D+01     .19391D+03    -.24944D+01    -.15791D+03     .41332D+02    -.54961D+02    -.59694D+02     .47091D+02    -.14260D+02     .23437D+01    -.67325D+02    -.22202D+02    -.75955D+01     .70694D+02    -.38027D+01     .66891D+02
     .10000D+01     .28719D+01     .00000D+00     .16438D+01     .11397D+01     .19683D+03    -.91009D+01    -.17083D+03     .90889D+02    -.35789D+02    -.78803D+02     .37016D+02    -.14425D+02     .26102D+02    -.89772D+02    -.14591D+02    -.13746D+02     .68971D+02    -.78570D+01     .61114D+02
     .10000D+01     .28719D+01     .00000D+00     .18092D+01     .00000D+00     .19888D+03    -.14072D+02    -.18062D+03     .12728D+03    -.18392D+02    -.97199D+02     .14461D+02    -.14441D+02     .39492D+02    -.60325D+02     .14473D+02    -.57559D+02     .67612D+02    -.11316D+02     .56296D+02
