0.200000E+00  0.180919E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.180920E+01  0.000000E+00  0.286090E+02  0.000000E+00  -.956660E+02  0.000000E+00  -.374690E+02  0.000000E+00  -.375480E+02  0.000000E+00  -.245610E+02  0.000000E+00  -.233570E+02  0.000000E+00  0.174940E+02
0.200000E+00  0.164376E+01  0.113972E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.164380E+01  0.113970E+01  0.277520E+01  0.000000E+00  -.548410E+02  0.000000E+00  -.273190E+02  0.000000E+00  -.398730E+02  0.000000E+00  -.199170E+02  0.000000E+00  -.197470E+02  0.000000E+00  -.472000E+01
0.200000E+00  0.143595E+01  0.143595E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.143600E+01  0.143600E+01  -.248860E+02  0.000000E+00  -.247510E+02  0.000000E+00  -.198640E+02  0.000000E+00  -.404460E+02  0.000000E+00  -.190060E+02  0.000000E+00  -.185020E+02  0.000000E+00  -.119070E+02
0.300000E+00  0.207100E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.207100E+01  0.000000E+00  0.467330E+02  0.000000E+00  -.117050E+03  0.000000E+00  -.515070E+02  0.000000E+00  -.432430E+02  0.000000E+00  -.266580E+02  0.000000E+00  -.293070E+02  0.000000E+00  0.261440E+02
0.300000E+00  0.188163E+01  0.130465E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.188160E+01  0.130470E+01  0.132650E+02  0.000000E+00  -.614980E+02  0.000000E+00  -.316940E+02  0.000000E+00  -.454830E+02  0.000000E+00  -.190060E+02  0.000000E+00  -.164720E+02  0.000000E+00  -.257080E+01
0.300000E+00  0.164376E+01  0.164376E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.164380E+01  0.164380E+01  -.226690E+02  0.000000E+00  -.224880E+02  0.000000E+00  -.186560E+02  0.000000E+00  -.461790E+02  0.000000E+00  -.176930E+02  0.000000E+00  -.171110E+02  0.000000E+00  -.119180E+02
0.400000E+00  0.227943E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.227940E+01  0.000000E+00  0.725630E+02  0.000000E+00  -.128070E+03  0.000000E+00  -.630490E+02  0.000000E+00  -.450800E+02  0.000000E+00  -.263140E+02  0.000000E+00  -.274740E+02  0.000000E+00  0.371500E+02
0.400000E+00  0.207100E+01  0.143595E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.207100E+01  0.143600E+01  0.283910E+02  0.000000E+00  -.632910E+02  0.000000E+00  -.342870E+02  0.000000E+00  -.478830E+02  0.000000E+00  -.165130E+02  0.000000E+00  -.982820E+01  0.000000E+00  0.150730E+01
0.400000E+00  0.180919E+01  0.180919E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.180920E+01  0.180920E+01  -.161870E+02  0.000000E+00  -.159580E+02  0.000000E+00  -.138940E+02  0.000000E+00  -.478050E+02  0.000000E+00  -.127010E+02  0.000000E+00  -.119760E+02  0.000000E+00  -.994880E+01
0.500000E+00  0.245545E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.245540E+01  0.000000E+00  0.989840E+02  0.000000E+00  -.136810E+03  0.000000E+00  -.731040E+02  0.000000E+00  -.462250E+02  0.000000E+00  -.266180E+02  0.000000E+00  -.220120E+02  0.000000E+00  0.497500E+02
0.500000E+00  0.223092E+01  0.154683E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.223090E+01  0.154680E+01  0.468960E+02  0.000000E+00  -.617410E+02  0.000000E+00  -.337320E+02  0.000000E+00  -.473670E+02  0.000000E+00  -.114520E+02  0.000000E+00  -.383360E+01  0.000000E+00  0.744350E+01
