 19 21
 6.750000000000000E-02 -9.11
 8.990000000000000E-02 -11.24
 .1167 -13.51
 .1484 -16.07
 .1854 -18.68
 .228 -21.32
 .2767 -23.74
 .3318999999999999 -26.0
 .3938999999999999 -28.02
 .4633 -29.69
 .5404 -30.96
 .6256 -31.23
 .7191999999999999 -31.0
 .8218 -30.13
 .9338 -28.71
 1.0554 -26.8
 1.1872 -26.51
 1.3295 -25.85
 1.4828 -18.42
