 102 11
   0.28433E+00  0.13692E+01  0.48157E+01  0.42103E-01
   0.28591E+00  0.13771E+01  0.48165E+01  0.42762E-01
   0.28749E+00  0.13849E+01  0.48173E+01  0.43416E-01
   0.28906E+00  0.13927E+01  0.48182E+01  0.44065E-01
   0.29063E+00  0.14005E+01  0.48190E+01  0.44709E-01
   0.29218E+00  0.14083E+01  0.48198E+01  0.45348E-01
   0.29374E+00  0.14160E+01  0.48206E+01  0.45981E-01
   0.29529E+00  0.14237E+01  0.48215E+01  0.46610E-01
   0.29683E+00  0.14314E+01  0.48223E+01  0.47233E-01
   0.29836E+00  0.14390E+01  0.48231E+01  0.47850E-01
   0.29989E+00  0.14467E+01  0.48239E+01  0.48462E-01
   0.30142E+00  0.14543E+01  0.48248E+01  0.49069E-01
   0.30294E+00  0.14619E+01  0.48256E+01  0.49669E-01
   0.30445E+00  0.14694E+01  0.48264E+01  0.50264E-01
   0.30596E+00  0.14769E+01  0.48272E+01  0.50853E-01
   0.30746E+00  0.14844E+01  0.48280E+01  0.51436E-01
   0.30896E+00  0.14919E+01  0.48289E+01  0.52013E-01
   0.31045E+00  0.14994E+01  0.48297E+01  0.52585E-01

