    0.770   1018.3    895.7    122.6   1141.0   1088.4   1168.4   1210.5
    0.780   1019.3    897.8    121.5   1140.8   1088.8   1169.1   1211.4
    0.790   1020.2    899.8    120.4   1140.6   1089.2   1170.0   1212.3
    0.800   1021.2    901.9    119.3   1140.5   1089.6   1171.0   1213.3
    0.810   1022.2    904.0    118.2   1140.4   1090.2   1172.4   1214.0
    0.820   1023.2    906.0    117.1   1140.3   1090.7   1173.9   1214.8
    0.830   1024.2    908.1    116.1   1140.2   1091.3   1175.5   1215.5
    0.840   1025.2    910.2    115.0   1140.2   1091.9   1177.1   1216.1
    0.850   1026.2    912.3    113.9   1140.1   1092.5   1178.7   1216.8
    0.860   1027.2    914.3    112.9   1140.1   1093.1   1180.2   1217.4
    0.870   1028.2    916.4    111.8   1140.1   1093.8   1181.7   1218.0
    0.880   1029.2    918.4    110.8   1140.0   1094.4   1183.1   1218.5
    0.890   1030.2    920.4    109.8   1140.0   1095.0   1184.3   1219.1
    0.900   1031.2    922.4    108.8   1140.0   1095.7   1185.5   1219.6
    0.910   1032.2    924.3    107.9   1140.0   1096.3   1186.4   1220.1
    0.920   1033.1    926.2    106.9   1140.1   1097.0   1187.2   1220.6
    0.930   1034.1    928.1    106.0   1140.1   1097.7   1188.0   1221.1
    0.940   1035.1    929.9    105.1   1140.2   1098.3   1188.7   1221.6
    0.950   1036.0    931.8    104.3   1140.3   1099.0   1189.3   1222.0
    0.960   1037.0    933.6    103.4   1140.4   1099.6   1189.8   1222.4
    0.970   1038.0    935.5    102.5   1140.5   1100.3   1190.3   1222.7
    0.980   1038.9    937.3    101.6   1140.5   1100.9   1190.8   1223.0
    0.990   1039.9    939.2    100.7   1140.6   1101.5   1191.1   1223.2
    1.000   1040.9    941.1     99.8   1140.7   1102.1   1191.5   1223.4
    1.010   1041.8    943.1     98.7   1140.5   1102.5   1191.3   1223.0
    1.020   1042.6    945.0     97.6   1140.2   1102.9   1191.2   1222.7
    1.030   1043.5    947.0     96.5   1140.0   1103.3   1191.1   1222.4
    1.040   1044.4    949.0     95.4   1139.8   1103.7   1191.0   1222.2
    1.050   1045.3    951.0     94.3   1139.6   1104.1   1191.1   1222.1
    1.060   1046.2    952.9     93.2   1139.4   1104.5   1191.2   1222.1
    1.070   1047.1    954.9     92.2   1139.3   1104.9   1191.5   1222.2
    1.080   1048.0    956.8     91.2   1139.2   1105.3   1191.8   1222.4
    1.090   1049.0    958.8     90.2   1139.3   1105.6   1192.1   1222.9
    1.100   1050.1    960.7     89.4   1139.5   1106.0   1192.4   1224.0
    1.110   1051.3    962.5     88.9   1140.2   1106.4   1192.8   1225.4
    1.120   1052.6    964.2     88.4   1141.0   1106.9   1193.1   1226.6
    1.130   1053.9    966.0     87.9   1141.8   1107.3   1193.4   1227.5
    1.140   1055.2    967.8     87.4   1142.7   1107.8   1193.6   1228.2
    1.150   1056.6    969.6     87.0   1143.6   1108.2   1193.8   1228.5
    1.160   1057.9    971.4     86.5   1144.5   1108.6   1193.9   1228.4
    1.170   1059.3    973.2     86.1   1145.4   1109.0   1194.0   1227.8
    1.180   1060.6    974.9     85.7   1146.2   1109.4   1194.0   1226.8
    1.190   1061.9    976.7     85.2   1147.1   1109.8   1193.9   1225.2
