  1  1  4  4  0  3     1.20470
  3  3  3  3  0  3    -2.16511
  3  3  3  4  0  3     1.70740
  3  3  3  5  0  3    -1.76830
  3  3  4  4  0  3      .92360
  3  4  3  4  0  3    -1.63136
  3  4  3  5  0  3     1.12320
  3  4  4  4  0  3     2.28140
  3  5  3  5  0  3    -5.03721
  3  5  4  4  0  3      .65920
  4  4  4  4  0  3    -4.64219
  1  3  1  3  0  3      .02073
  1  3  1  4  0  3     1.26390
  1  3  2  3  0  3      .14220
  1  4  1  4  0  3    -3.38553
  1  4  2  3  0  3    -4.53090
  2  3  2  3  0  3    -2.95757
  3  4  3  4  0  4    -5.78256
  1  3  1  3  0  4    -7.68247
  3  3  3  3  0  5    -5.08891
  1  1  1  1  1  0    -2.63357
  1  1  2  2  1  0    -4.76460
  1  1  3  3  1  0     1.32700
  1  1  4  4  1  0     2.54930
  1  1  5  5  1  0      .42240
  2  2  2  2  1  0      .35701
  2  2  3  3  1  0     2.28050
  2  2  4  4  1  0      .28550
  2  2  5  5  1  0      .32500
  3  3  3  3  1  0     -.32471
  3  3  4  4  1  0    -3.11020
  3  3  5  5  1  0     -.83970
  4  4  4  4  1  0      .62482
  4  4  5  5  1  0     -.74420
  5  5  5  5  1  0      .88874
  1  4  1  4  1  0      .18931
  1  4  2  5  1  0      .18130
  2  5  2  5  1  0      .23244
  1  2  1  2  1  1     2.08876
  1  2  3  4  1  1      .17850
  1  2  4  5  1  1     -.16250
  3  4  3  4  1  1     1.32491
  3  4  4  5  1  1     -.10230
  4  5  4  5  1  1     1.20949
  1  3  1  3  1  1    -1.08161
  1  3  1  4  1  1    -1.33230
  1  3  1  5  1  1    -1.13380
  1  3  2  4  1  1    -3.57660
  1  3  2  5  1  1      .94130
  1  4  1  4  1  1     2.19391
  1  4  1  5  1  1      .10990
  1  4  2  4  1  1     -.93580
  1  4  2  5  1  1     1.15750
  1  5  1  5  1  1     -.22339
  1  5  2  4  1  1     -.93420
  1  5  2  5  1  1     1.82420
  2  4  2  4  1  1      .17718
  2  4  2  5  1  1      .14090
  2  5  2  5  1  1      .81384
  1  1  1  1  1  2      .50323
  1  1  1  2  1  2    -1.97010
  1  1  3  3  1  2     1.03560
  1  1  3  4  1  2      .45700
  1  1  3  5  1  2      .51610
  1  1  4  4  1  2      .25030
  1  1  4  5  1  2      .06370
  1  2  1  2  1  2     -.23014
  1  2  3  3  1  2      .81410
  1  2  3  4  1  2      .60570
  1  2  3  5  1  2      .14820
  1  2  4  4  1  2      .91050
  1  2  4  5  1  2     -.47300
  3  3  3  3  1  2      .04439
  3  3  3  4  1  2     -.18260
  3  3  3  5  1  2     -.82560
  3  3  4  4  1  2     -.73320
  3  3  4  5  1  2      .80980
  3  4  3  4  1  2     1.55811
  3  4  3  5  1  2     -.25490
  3  4  4  4  1  2     -.89340
  3  4  4  5  1  2      .77880
  3  5  3  5  1  2      .22417
  3  5  4  4  1  2     -.76460
  3  5  4  5  1  2     1.55410
  4  4  4  4  1  2      .94152
  4  4  4  5  1  2      .14540
  4  5  4  5  1  2      .69629
  1  3  1  3  1  2      .75619
  1  3  1  4  1  2      .33610
  1  3  1  5  1  2     -.42260
  1  3  2  3  1  2     -.52190
  1  3  2  4  1  2      .11490
  1  4  1  4  1  2      .82261
  1  4  1  5  1  2      .29030
  1  4  2  3  1  2     -.05070
  1  4  2  4  1  2     -.14520
  1  5  1  5  1  2     1.20362
  1  5  2  3  1  2     -.95580
  1  5  2  4  1  2     -.28960
  2  3  2  3  1  2     1.37368
  2  3  2  4  1  2      .58610
  2  4  2  4  1  2      .96328
  3  4  3  4  1  3     1.92551
  3  4  3  5  1  3     -.06040
  3  5  3  5  1  3     1.60797
  1  3  1  3  1  3      .33619
  1  3  1  4  1  3    -2.34670
  1  3  2  3  1  3     1.40500
  1  4  1  4  1  3     -.02689
  1  4  2  3  1  3     1.91930
  2  3  2  3  1  3      .16478
  3  3  3  3  1  4      .92209
  3  3  3  4  1  4    -1.40470
  3  4  3  4  1  4     -.05449
  1  3  1  3  1  4     1.46159
