0.200000E-01  0.000000E+00
0.300000E-01  0.000000E+00
0.400000E-01  0.000000E+00
0.500000E-01  0.000000E+00
0.600000E-01  0.000000E+00
0.700000E-01  0.000000E+00
0.800000E-01  0.000000E+00
0.900000E-01  0.000000E+00
0.100000E+00  0.000000E+00
0.110000E+00  0.000000E+00
0.120000E+00  0.000000E+00
0.130000E+00  0.000000E+00
0.140000E+00  0.000000E+00
0.150000E+00  0.000000E+00
0.160000E+00  0.000000E+00
0.170000E+00  0.000000E+00
0.180000E+00  0.000000E+00
0.190000E+00  0.000000E+00
0.200000E+00  0.000000E+00
0.210000E+00  0.000000E+00
0.220000E+00  0.000000E+00
0.230000E+00  0.000000E+00
0.240000E+00  0.000000E+00
0.250000E+00  0.000000E+00
0.260000E+00  0.000000E+00
0.270000E+00  0.000000E+00
0.280000E+00  0.000000E+00
0.290000E+00  0.000000E+00
0.300000E+00  0.000000E+00
0.310000E+00  0.000000E+00
0.320000E+00  0.000000E+00
0.330000E+00  0.000000E+00
0.340000E+00  0.000000E+00
0.350000E+00  0.200000E-03
0.360000E+00  0.220000E-02
0.370000E+00  0.420000E-02
0.380000E+00  0.630000E-02
0.390000E+00  0.840000E-02
0.400000E+00  0.106000E-01
0.410000E+00  0.131000E-01
0.420000E+00  0.159000E-01
0.430000E+00  0.188000E-01
0.440000E+00  0.217000E-01
0.450000E+00  0.247000E-01
0.460000E+00  0.278000E-01
0.470000E+00  0.308000E-01
0.480000E+00  0.338000E-01
0.490000E+00  0.367000E-01
0.500000E+00  0.395000E-01
0.510000E+00  0.419000E-01
0.520000E+00  0.442000E-01
0.530000E+00  0.464000E-01
0.540000E+00  0.487000E-01
0.550000E+00  0.510000E-01
0.560000E+00  0.532000E-01
0.570000E+00  0.556000E-01
0.580000E+00  0.579000E-01
0.590000E+00  0.603000E-01
0.600000E+00  0.628000E-01
0.610000E+00  0.657000E-01
0.620000E+00  0.685000E-01
0.630000E+00  0.715000E-01
0.640000E+00  0.744000E-01
0.650000E+00  0.774000E-01
0.660000E+00  0.805000E-01
0.670000E+00  0.835000E-01
0.680000E+00  0.866000E-01
0.690000E+00  0.897000E-01
0.700000E+00  0.928000E-01
0.710000E+00  0.958000E-01
0.720000E+00  0.989000E-01
0.730000E+00  0.101900E+00
0.740000E+00  0.105000E+00
0.750000E+00  0.108000E+00
0.760000E+00  0.111100E+00
0.770000E+00  0.114200E+00
0.780000E+00  0.117400E+00
0.790000E+00  0.120500E+00
0.800000E+00  0.123700E+00
0.810000E+00  0.126800E+00
0.820000E+00  0.130000E+00
0.830000E+00  0.133300E+00
0.840000E+00  0.136500E+00
0.850000E+00  0.139800E+00
0.860000E+00  0.143100E+00
0.870000E+00  0.146400E+00
0.880000E+00  0.149700E+00
0.890000E+00  0.153000E+00
0.900000E+00  0.156300E+00
0.910000E+00  0.159500E+00
0.920000E+00  0.162700E+00
0.930000E+00  0.165900E+00
0.940000E+00  0.169100E+00
0.950000E+00  0.172300E+00
0.960000E+00  0.175400E+00
0.970000E+00  0.178600E+00
0.980000E+00  0.181800E+00
0.990000E+00  0.185000E+00
0.100000E+01  0.188200E+00
0.101000E+01  0.191500E+00
0.102000E+01  0.194900E+00
0.103000E+01  0.198200E+00
0.104000E+01  0.201600E+00
0.105000E+01  0.204900E+00
0.106000E+01  0.208300E+00
0.107000E+01  0.211600E+00
0.108000E+01  0.215000E+00
0.109000E+01  0.218300E+00
0.110000E+01  0.221600E+00
0.111000E+01  0.224900E+00
0.112000E+01  0.228100E+00
0.113000E+01  0.231400E+00
0.114000E+01  0.234800E+00
0.115000E+01  0.238100E+00
0.116000E+01  0.241500E+00
0.117000E+01  0.244900E+00
0.118000E+01  0.248300E+00
0.119000E+01  0.251800E+00
0.120000E+01  0.255300E+00
0.121000E+01  0.258800E+00
