   0.134E+00  0.3783E+02  0.2846E+00 -0.3703E+00 -0.5269E+03  0.3659E+01
   0.168E+00  0.1980E+02  0.1927E+00 -0.1066E-01 -0.1770E+02  0.3921E+00
   0.202E+00  0.1489E+02  0.2669E+00  0.1373E-02  0.2626E+01  0.3127E+00
   0.236E+00  0.1328E+02  0.3714E+00  0.4589E-02  0.9826E+01  0.4001E+00
   0.270E+00  0.1255E+02  0.5422E+00  0.8105E-02  0.1875E+02  0.5746E+00
   0.304E+00  0.1241E+02  0.6357E+00  0.9381E-02  0.2366E+02  0.6738E+00
   0.338E+00  0.1231E+02  0.7147E+00  0.1025E-01  0.2792E+02  0.7584E+00
   0.372E+00  0.1221E+02  0.7823E+00  0.1085E-01  0.3164E+02  0.8311E+00
   0.406E+00  0.1213E+02  0.8407E+00  0.1123E-01  0.3480E+02  0.8941E+00
   0.440E+00  0.1204E+02  0.8916E+00  0.1146E-01  0.3756E+02  0.9489E+00
   0.474E+00  0.1195E+02  0.9361E+00  0.1159E-01  0.3993E+02  0.9969E+00
   0.508E+00  0.1187E+02  0.9752E+00  0.1162E-01  0.4194E+02  0.1039E+01
   0.542E+00  0.1177E+02  0.1010E+01  0.1161E-01  0.4374E+02  0.1076E+01
   0.576E+00  0.1169E+02  0.1040E+01  0.1154E-01  0.4522E+02  0.1109E+01
   0.610E+00  0.1159E+02  0.1068E+01  0.1145E-01  0.4655E+02  0.1139E+01
   0.644E+00  0.1150E+02  0.1092E+01  0.1133E-01  0.4766E+02  0.1165E+01
   0.678E+00  0.1143E+02  0.1114E+01  0.1117E-01  0.4855E+02  0.1188E+01
   0.712E+00  0.1134E+02  0.1133E+01  0.1102E-01  0.4936E+02  0.1209E+01
   0.746E+00  0.1125E+02  0.1150E+01  0.1087E-01  0.5004E+02  0.1227E+01
   0.780E+00  0.1117E+02  0.1166E+01  0.1070E-01  0.5059E+02  0.1244E+01
   0.814E+00  0.1106E+02  0.1180E+01  0.1054E-01  0.5112E+02  0.1259E+01
   0.848E+00  0.1101E+02  0.1193E+01  0.1035E-01  0.5142E+02  0.1272E+01
   0.882E+00  0.1090E+02  0.1204E+01  0.1019E-01  0.5178E+02  0.1284E+01
   0.916E+00  0.1084E+02  0.1214E+01  0.1001E-01  0.5197E+02  0.1295E+01
   0.950E+00  0.1075E+02  0.1224E+01  0.9844E-02  0.5215E+02  0.1305E+01
   0.984E+00  0.1070E+02  0.1232E+01  0.9665E-02  0.5222E+02  0.1314E+01
   0.102E+01  0.1060E+02  0.1239E+01  0.9506E-02  0.5231E+02  0.1322E+01
   0.105E+01  0.1054E+02  0.1246E+01  0.9338E-02  0.5232E+02  0.1329E+01
   0.109E+01  0.1046E+02  0.1252E+01  0.9179E-02  0.5230E+02  0.1335E+01
   0.112E+01  0.1038E+02  0.1257E+01  0.9023E-02  0.5225E+02  0.1341E+01
   0.115E+01  0.1034E+02  0.1262E+01  0.8863E-02  0.5214E+02  0.1346E+01
   0.119E+01  0.1027E+02  0.1267E+01  0.8713E-02  0.5202E+02  0.1350E+01
   0.122E+01  0.1019E+02  0.1270E+01  0.8567E-02  0.5189E+02  0.1354E+01
   0.126E+01  0.1012E+02  0.1274E+01  0.8422E-02  0.5172E+02  0.1357E+01
   0.129E+01  0.1005E+02  0.1277E+01  0.8281E-02  0.5155E+02  0.1360E+01
   0.132E+01  0.9991E+01  0.1279E+01  0.8143E-02  0.5134E+02  0.1363E+01
   0.136E+01  0.9931E+01  0.1281E+01  0.8008E-02  0.5112E+02  0.1365E+01
   0.139E+01  0.9891E+01  0.1283E+01  0.7878E-02  0.5089E+02  0.1367E+01
   0.143E+01  0.9841E+01  0.1285E+01  0.7751E-02  0.5065E+02  0.1369E+01
   0.146E+01  0.9761E+01  0.1286E+01  0.7625E-02  0.5040E+02  0.1370E+01
   0.149E+01  0.9711E+01  0.1287E+01  0.7504E-02  0.5013E+02  0.1371E+01
   0.153E+01  0.9681E+01  0.1288E+01  0.7389E-02  0.4987E+02  0.1372E+01
   0.156E+01  0.9601E+01  0.1289E+01  0.7270E-02  0.4957E+02  0.1373E+01
   0.160E+01  0.9571E+01  0.1289E+01  0.7161E-02  0.4932E+02  0.1373E+01
   0.163E+01  0.9511E+01  0.1289E+01  0.7050E-02  0.4902E+02  0.1373E+01
   0.166E+01  0.9441E+01  0.1289E+01  0.6939E-02  0.4871E+02  0.1373E+01
   0.170E+01  0.9391E+01  0.1289E+01  0.6834E-02  0.4841E+02  0.1373E+01
   0.173E+01  0.9371E+01  0.1289E+01  0.6739E-02  0.4814E+02  0.1373E+01
   0.177E+01  0.9331E+01  0.1289E+01  0.6642E-02  0.4784E+02  0.1372E+01
   0.180E+01  0.9281E+01  0.1288E+01  0.6544E-02  0.4753E+02  0.1372E+01
