   0.134E+00  0.3783E+02  0.2846E+00 -0.3703E+00 -0.5269E+03  0.3659E+01
   0.168E+00  0.1980E+02  0.1927E+00 -0.1066E-01 -0.1770E+02  0.3921E+00
   0.202E+00  0.1489E+02  0.2669E+00  0.1373E-02  0.2626E+01  0.3127E+00
   0.236E+00  0.1328E+02  0.3714E+00  0.4589E-02  0.9826E+01  0.4001E+00
   0.270E+00  0.1262E+02  0.5076E+00  0.7240E-02  0.1693E+02  0.5383E+00
   0.304E+00  0.1240E+02  0.6082E+00  0.8731E-02  0.2217E+02  0.6442E+00
   0.338E+00  0.1225E+02  0.7012E+00  0.9967E-02  0.2715E+02  0.7434E+00
   0.372E+00  0.1214E+02  0.7869E+00  0.1099E-01  0.3180E+02  0.8354E+00
   0.406E+00  0.1205E+02  0.8655E+00  0.1183E-01  0.3610E+02  0.9203E+00
   0.440E+00  0.1196E+02  0.9372E+00  0.1253E-01  0.4007E+02  0.9980E+00
   0.474E+00  0.1188E+02  0.1002E+01  0.1309E-01  0.4366E+02  0.1069E+01
   0.508E+00  0.1178E+02  0.1061E+01  0.1357E-01  0.4697E+02  0.1133E+01
   0.542E+00  0.1169E+02  0.1114E+01  0.1393E-01  0.4989E+02  0.1190E+01
   0.576E+00  0.1162E+02  0.1161E+01  0.1419E-01  0.5241E+02  0.1242E+01
   0.610E+00  0.1151E+02  0.1204E+01  0.1441E-01  0.5477E+02  0.1288E+01
   0.644E+00  0.1144E+02  0.1241E+01  0.1452E-01  0.5669E+02  0.1330E+01
   0.678E+00  0.1136E+02  0.1274E+01  0.1459E-01  0.5838E+02  0.1366E+01
   0.712E+00  0.1126E+02  0.1304E+01  0.1463E-01  0.5989E+02  0.1399E+01
   0.746E+00  0.1119E+02  0.1330E+01  0.1459E-01  0.6109E+02  0.1427E+01
   0.780E+00  0.1110E+02  0.1352E+01  0.1453E-01  0.6214E+02  0.1452E+01
   0.814E+00  0.1102E+02  0.1372E+01  0.1443E-01  0.6299E+02  0.1474E+01
   0.848E+00  0.1096E+02  0.1389E+01  0.1429E-01  0.6363E+02  0.1493E+01
   0.882E+00  0.1089E+02  0.1404E+01  0.1413E-01  0.6417E+02  0.1509E+01
   0.916E+00  0.1082E+02  0.1417E+01  0.1396E-01  0.6457E+02  0.1523E+01
   0.950E+00  0.1075E+02  0.1428E+01  0.1376E-01  0.6488E+02  0.1535E+01
   0.984E+00  0.1066E+02  0.1437E+01  0.1356E-01  0.6513E+02  0.1545E+01
   0.102E+01  0.1061E+02  0.1444E+01  0.1333E-01  0.6521E+02  0.1554E+01
   0.105E+01  0.1056E+02  0.1451E+01  0.1310E-01  0.6525E+02  0.1561E+01
   0.109E+01  0.1052E+02  0.1456E+01  0.1285E-01  0.6521E+02  0.1567E+01
   0.112E+01  0.1046E+02  0.1460E+01  0.1260E-01  0.6516E+02  0.1572E+01
   0.115E+01  0.1041E+02  0.1463E+01  0.1235E-01  0.6507E+02  0.1575E+01
   0.119E+01  0.1035E+02  0.1466E+01  0.1209E-01  0.6494E+02  0.1578E+01
   0.122E+01  0.1033E+02  0.1467E+01  0.1183E-01  0.6476E+02  0.1580E+01
   0.126E+01  0.1030E+02  0.1469E+01  0.1157E-01  0.6458E+02  0.1582E+01
   0.129E+01  0.1027E+02  0.1469E+01  0.1131E-01  0.6440E+02  0.1583E+01
   0.132E+01  0.1021E+02  0.1470E+01  0.1105E-01  0.6425E+02  0.1583E+01
   0.136E+01  0.1019E+02  0.1469E+01  0.1079E-01  0.6410E+02  0.1586E+01
   0.139E+01  0.1019E+02  0.1469E+01  0.1053E-01  0.6395E+02  0.1591E+01
   0.143E+01  0.1018E+02  0.1467E+01  0.1026E-01  0.6380E+02  0.1594E+01
   0.146E+01  0.1018E+02  0.1466E+01  0.1000E-01  0.6367E+02  0.1597E+01
   0.149E+01  0.1018E+02  0.1466E+01  0.9747E-02  0.6356E+02  0.1598E+01
   0.153E+01  0.1016E+02  0.1465E+01  0.9501E-02  0.6351E+02  0.1581E+01
   0.156E+01  0.1016E+02  0.1465E+01  0.9259E-02  0.6351E+02  0.1581E+01
   0.160E+01  0.1018E+02  0.1466E+01  0.9021E-02  0.6356E+02  0.1598E+01
   0.163E+01  0.1018E+02  0.1467E+01  0.8787E-02  0.6369E+02  0.1596E+01
   0.166E+01  0.1020E+02  0.1468E+01  0.8552E-02  0.6385E+02  0.1593E+01
   0.170E+01  0.1018E+02  0.1469E+01  0.8316E-02  0.6407E+02  0.1588E+01
   0.173E+01  0.1024E+02  0.1470E+01  0.8055E-02  0.6426E+02  0.1583E+01
   0.177E+01  0.1029E+02  0.1469E+01  0.7778E-02  0.6453E+02  0.1582E+01
   0.180E+01  0.1032E+02  0.1467E+01  0.7481E-02  0.6486E+02  0.1580E+01
