362 5
  0.47300E-14  0.44115E-11  0.63039E-24
  0.47600E-14  0.44339E-11  0.63039E-23
  0.49100E-14  0.45742E-11  0.63039E-22
  0.69900E-14  0.65105E-11  0.75522E-21
  0.99000E-14  0.92046E-11  0.87380E-20
  0.27200E-13  0.25313E-10  0.10610E-18
  0.12700E-12  0.11899E-09  0.36325E-17
  0.69300E-12  0.64544E-09  0.11859E-15
  0.62950E-11  0.58595E-08  0.60817E-14
  0.15810E-10  0.14716E-07  0.31008E-13
  0.39720E-10  0.36970E-07  0.15173E-12
  0.99760E-10  0.92831E-07  0.71839E-12
  0.25060E-09  0.23326E-06  0.32868E-11
  0.62940E-09  0.58595E-06  0.14468E-10
  0.15810E-08  0.14716E-05  0.60885E-10
  0.39720E-08  0.36975E-05  0.24410E-09
  0.50000E-08  0.46545E-05  0.32824E-09
  0.99760E-08  0.92888E-05  0.89565E-09
  0.19900E-07  0.18533E-04  0.23924E-08
  0.39720E-07  0.37032E-04  0.62789E-08
  0.79240E-07  0.73805E-04  0.16253E-07
  0.15810E-06  0.14727E-03  0.41668E-07
  0.19900E-06  0.18544E-03  0.54538E-07
  0.31550E-06  0.29393E-03  0.10167E-06
  0.50000E-06  0.46590E-03  0.18905E-06
  0.62940E-06  0.58651E-03  0.25771E-06
  0.79240E-06  0.73861E-03  0.31432E-06
  0.99760E-06  0.93000E-03  0.42816E-06
  0.15810E-05  0.14739E-02  0.79391E-06
  0.25060E-05  0.23371E-02  0.14705E-05
  0.39720E-05  0.37048E-02  0.27225E-05
  0.50000E-05  0.46651E-02  0.35339E-05
  0.62940E-05  0.58707E-02  0.48072E-05
  0.79240E-05  0.73973E-02  0.65411E-05
  0.99760E-05  0.93112E-02  0.88941E-05
  0.12560E-04  0.11730E-01  0.12096E-04
  0.15810E-04  0.14767E-01  0.15622E-04
  0.19900E-04  0.18594E-01  0.21246E-04
  0.25060E-04  0.23416E-01  0.28885E-04
  0.31550E-04  0.29488E-01  0.37130E-04
  0.39720E-04  0.37138E-01  0.50487E-04
  0.50000E-04  0.46764E-01  0.68656E-04
  0.62940E-04  0.58876E-01  0.93310E-04
  0.79240E-04  0.74198E-01  0.12689E-03
  0.99760E-04  0.93393E-01  0.16209E-03
  0.11050E-03  0.10350E+00  0.18050E-03
  0.12560E-03  0.11764E+00  0.20534E-03
  0.15810E-03  0.14817E+00  0.27918E-03
  1.999999949475750E-004  0.187400401957241       1.093587580269617E-003
  3.999999898951501E-004  0.375898106372393       1.104730050519864E-003
  5.999999702908099E-004  0.564403222501316       1.123284970314220E-003
  7.999999797903001E-004  0.752915785001405       1.149239359200638E-003
  9.999999310821295E-004  0.941435705082345       1.182580212736983E-003
  1.199999940581620E-003   1.12996308598299       1.223294552638476E-003
  1.399999950081110E-003   1.31849786634163       1.271369366390829E-003
  1.599999959580600E-003   1.50704003965993       1.326791643918357E-003
  1.799999969080091E-003   1.69558959943748       1.389548368953220E-003
  1.999999862164259E-003   1.88414642941512       1.459626476119746E-003
  2.199999988079071E-003   2.07271085235849       1.537013065525450E-003
  2.399999881163239E-003   2.26128242272553       1.621694922163908E-003
  2.600000007078052E-003   2.44986157306021       1.713659202160045E-003
  2.799999900162220E-003   2.63844785778207       1.812892644181829E-003
  3.000000026077032E-003   2.82704170946521       1.919382425854543E-003
  3.199999919161201E-003   3.01564268249079       2.033115239644889E-003
  3.399999812245369E-003   3.20425098988965       2.154078139533500E-003
  3.599999938160181E-003   3.39286684472472       2.282258206975918E-003
  3.799999831244349E-003   3.58148980131973       2.417642065366099E-003
  3.999999724328518E-003   3.77012007272495       2.560216775384205E-003
  4.199999850243330E-003   3.95875787202266       2.709969425006786E-003
  4.399999976158142E-003   4.14740297309521       2.866886755668041E-003
  4.600000102072954E-003   4.33605536941332       3.030955664406143E-003
  4.799999762326479E-003   4.52471461517986       3.202162635150607E-003
  4.999999888241291E-003   4.71338158237598       3.380495349829538E-003
  5.200000014156103E-003   4.90205582521740       3.565940296594405E-003
  5.399999674409628E-003   5.09073689785001       3.758483891163955E-003
  5.599999800324440E-003   5.27942567235040       3.958113896255888E-003
  5.799999926239252E-003   5.46812170287727       4.164816731722532E-003
  6.000000052154064E-003   5.65682498288687       4.378579251267389E-003
  6.199999712407589E-003   5.84553506644931       4.599387780101161E-003
  6.399999838322401E-003   6.03425282576804       4.827230187796516E-003
  6.599999964237213E-003   6.22297781492591       5.062092803571616E-003
  6.799999624490738E-003   6.41170958793637       5.303961885076092E-003
  6.999999750405550E-003   6.60044901709767       5.552825381379023E-003
  7.199999876320362E-003   6.78919565643594       5.808669554045132E-003
  7.400000002235174E-003   6.97794949939300       6.071481213445473E-003
  7.599999662488699E-003   7.16671009990695       6.341246527576061E-003
  7.799999788403511E-003   7.35547833040204       6.617953550645872E-003
  7.999999448657036E-003   7.54425330529389       6.901587786001251E-003
  8.200000040233135E-003   7.73303633662135       7.192138024579187E-003
  8.399999700486660E-003   7.92182565964215       7.489588339884889E-003
  8.599999360740185E-003   8.11062214685595       7.793926842124321E-003
  8.799999952316284E-003   8.29942667089380       8.105141763609325E-003
  8.999999612569809E-003   8.48823746680707       8.423216966825464E-003
  9.200000204145908E-003   8.67705628645953       8.748142168686357E-003
  9.399999864399433E-003   8.86588136476530       9.079901091613607E-003
  9.599999524652958E-003   9.05471357438044       9.418481975076887E-003
  9.800000116229057E-003   9.24355378809180       9.763873179430504E-003
  9.999999776482582E-003   9.43240024060805       1.011605821790695E-002
  1.019999943673611E-002   9.62125380467874       1.047502540680867E-002
