  0  3  0  3  0  3  0  3  0  2  -1.9067
  0  3  0  3  0  3  0  1  0  2   6.0418
  0  3  0  3  0  1  0  1  0  2   3.3123
  0  3  0  1  0  3  0  1  0  2  -7.3965
  0  3  0  1  0  1  0  1  0  2   1.8529
  0  1  0  1  0  1  0  1  0  2  -3.0808
  0  3  0  1  0  3  0  1  0  4  -8.7233
  0  3  0  3  0  3  0  3  0  6  -6.3912
  0  3  0  3  0  3  0  3  2  0  -3.5235
  0  3  0  3  0  1  0  1  2  0  -4.8150
  0  1  0  1  0  1  0  1  2  0   -.1187
  0  3  0  1  0  3  0  1  2  2   -.8435
  0  3  0  3  0  3  0  3  2  4  -2.0022
  0  3  0  3  0  3  0  1  2  4  -2.0662
  0  3  0  1  0  3  0  1  2  4  -3.4632
