 5.667977899644939E-06 -1.616607755872444E-04
 2.984015283954630E-05 -1.615079218477607E-04
 7.322957975997110E-05 -1.612338135883973E-04
 1.356780744665399E-04 -1.608399020665244E-04
 2.169452237859607E-04 -1.603283461843845E-04
 3.167169052756104E-04 -1.597019449099849E-04
 4.346072167210404E-04 -1.589641076375241E-04
 5.701601023819345E-04 -1.581188230562872E-04
 7.228511528502698E-04 -1.571706239233106E-04
 8.920896457033202E-04 -1.561245477837269E-04
 1.077220835498004E-03 -1.549860940997784E-04
 1.277528488869657E-03 -1.537611783651554E-04
 1.492237656465888E-03 -1.524560838297424E-04
 1.720517671572803E-03 -1.510774114824944E-04
 1.961485364075249E-03 -1.496320289465649E-04
 2.214208477426749E-03 -1.481270189339355E-04
 2.477709275462678E-03 -1.465696278879983E-04
 2.750968325129806E-03 -1.449672154130813E-04
 3.032928440512174E-03 -1.433272050508220E-04
 3.322498772902813E-03 -1.416570369159844E-04
 3.618559031102339E-03 -1.399641226501732E-04
 3.919963815619791E-03 -1.382558030922901E-04
 4.225547050009271E-03 -1.365393090011877E-04
 4.534126492199569E-03 -1.348217251001515E-04
 4.844508308364056E-03 -1.331099576461361E-04
 5.155491691635944E-03 -1.314107056604667E-04
 5.465873507800430E-03 -1.297304358932387E-04
 5.774452949990729E-03 -1.280753615320497E-04
 6.080036184380209E-03 -1.264514246079942E-04
 6.381440968897660E-03 -1.248642819987926E-04
 6.677501227097187E-03 -1.233192948812003E-04
 6.967071559487826E-03 -1.218215214428999E-04
 7.249031674870193E-03 -1.203757126281788E-04
 7.522290724537321E-03 -1.189863106620500E-04
 7.785791522573250E-03 -1.176574500739716E-04
 8.038514635924750E-03 -1.163929609249282E-04
 8.279482328427196E-03 -1.151963739300380E-04
 8.507762343534111E-03 -1.140709271627341E-04
 8.722471511130342E-03 -1.130195740255542E-04
 8.922779164501996E-03 -1.120449921761637E-04
 9.107910354296678E-03 -1.111495931049601E-04
 9.277148847149731E-03 -1.103355320718980E-04
 9.429839897618064E-03 -1.096047181243300E-04
 9.565392783278958E-03 -1.089588239336419E-04
 9.683283094724388E-03 -1.083992952038822E-04
 9.783054776214040E-03 -1.079273594130470E-04
 9.864321925533460E-03 -1.075440336157924E-04
 9.926770420240027E-03 -1.072501307908635E-04
 9.970159847160452E-03 -1.070462623254671E-04
 9.994332022100353E-03 -1.069328070060974E-04
 1.566230992174499E-02 -8.259081374665432E-05
 3.981031268670687E-02 -1.956905646404809E-05
 8.315635018021083E-02 -1.443910163860305E-05
 .1455423963920727 -3.185329350147465E-04
 .2267282785621738 -2.615370390710450E-03
 .326400188370334 -1.496546057938533E-02
 .4441726095043199 -5.005924419893816E-02
 .5795899422795524 -.104546166569026
 .7321283016974193 -.195838907993611
 .9011975560576166 -.287463535800728
 1.08614361466251 -.400039924372914
 1.28625096038079 -.476059543180824
 1.50074541880942 -.518535596045697
 1.72879715390123 -.477331096402561
 1.96952387871117 -.360650215897817
 2.22199426894932 -.152206956724489
 2.48523156618722 .1412855982755099
 2.75821735680468 .4026626959291744
 3.03989551207166 .7051787996031325
 3.32917627412991 .9233515133097903
 3.62494047207124 1.12498869714712
 3.92604385180417 1.24663727281685
 4.23132150295926 1.34243978375556
 4.53959236570737 1.3905544120472
 4.84966380005569 1.42672377190319
 5.16033619994431 1.44014247644042
 5.47040763429263 1.45461234678424
 5.77867849704074 1.45673347558786
 6.08395614819583 1.46666814972293
 6.38505952792876 1.46714374732872
 6.68082372587009 1.47631103355437
 6.97010448792834 1.47931336031589
 7.25178264319532 1.48489301901514
 7.52476843381278 1.49269937079702
 7.78800573105068 1.49500457629432
 8.04047612128883 1.50224058712566
 8.28120284609877 1.51025613362185
 8.50925458119058 1.51212929668953
 8.72374903961921 1.51615441682532
 8.92385638533749 1.52527590910399
 9.10880244394238 1.52956444615886
 9.27787169830258 1.52959179045181
 9.43041005772045 1.53042363929462
 9.56582739049568 1.53774355614961
 9.68359981162967 1.54304574445865
 9.78327172143783 1.54599493190592
 9.86445760360793 1.54718903853157
 9.92684364981979 1.54739975634684
 9.97018968731329 1.54723144140307
 9.99433769007825 1.54704375360791
