   0.330E+00  0.1706E+02  0.8231E+00  0.1352E+00 -0.1895E+02
   0.360E+00  0.1608E+02  0.9351E+00  0.1428E+00 -0.3686E+00
   0.390E+00  0.1541E+02  0.1041E+01  0.1506E+00  0.1333E+02
   0.420E+00  0.1492E+02  0.1141E+01  0.1587E+00  0.2446E+02
   0.450E+00  0.1453E+02  0.1232E+01  0.1672E+00  0.3401E+02
   0.480E+00  0.1421E+02  0.1317E+01  0.1761E+00  0.4238E+02
   0.510E+00  0.1394E+02  0.1394E+01  0.1854E+00  0.4985E+02
   0.540E+00  0.1370E+02  0.1463E+01  0.1950E+00  0.5653E+02
   0.570E+00  0.1348E+02  0.1526E+01  0.2051E+00  0.6249E+02
   0.600E+00  0.1329E+02  0.1582E+01  0.2155E+00  0.6778E+02
   0.630E+00  0.1311E+02  0.1632E+01  0.2263E+00  0.7254E+02
   0.660E+00  0.1294E+02  0.1677E+01  0.2375E+00  0.7667E+02
   0.690E+00  0.1278E+02  0.1716E+01  0.2490E+00  0.8037E+02
   0.720E+00  0.1263E+02  0.1751E+01  0.2609E+00  0.8358E+02
   0.750E+00  0.1249E+02  0.1781E+01  0.2732E+00  0.8634E+02
   0.780E+00  0.1235E+02  0.1808E+01  0.2857E+00  0.8875E+02
   0.810E+00  0.1223E+02  0.1831E+01  0.2986E+00  0.9077E+02
   0.840E+00  0.1210E+02  0.1852E+01  0.3119E+00  0.9251E+02
   0.870E+00  0.1198E+02  0.1869E+01  0.3254E+00  0.9395E+02
   0.900E+00  0.1187E+02  0.1884E+01  0.3393E+00  0.9513E+02
   0.930E+00  0.1176E+02  0.1897E+01  0.3535E+00  0.9608E+02
   0.960E+00  0.1165E+02  0.1907E+01  0.3680E+00  0.9682E+02
   0.990E+00  0.1156E+02  0.1916E+01  0.3827E+00  0.9734E+02
   0.102E+01  0.1146E+02  0.1924E+01  0.3979E+00  0.9774E+02
   0.105E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.108E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.111E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.114E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.117E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.120E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.123E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.126E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.129E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.132E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.135E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.138E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.141E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.144E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.147E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.150E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.153E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.156E+01  0.1138E+02  0.1929E+01  0.4106E+00  0.9795E+02
   0.159E+01  0.1136E+02  0.1926E+01  0.4181E+00  0.9767E+02
   0.162E+01  0.1134E+02  0.1922E+01  0.4247E+00  0.9726E+02
   0.165E+01  0.1131E+02  0.1918E+01  0.4313E+00  0.9675E+02
   0.168E+01  0.1129E+02  0.1913E+01  0.4379E+00  0.9619E+02
   0.171E+01  0.1126E+02  0.1907E+01  0.4445E+00  0.9560E+02
   0.174E+01  0.1123E+02  0.1901E+01  0.4511E+00  0.9497E+02
   0.177E+01  0.1120E+02  0.1895E+01  0.4577E+00  0.9430E+02
   0.180E+01  0.1118E+02  0.1889E+01  0.4643E+00  0.9361E+02
