   0.330E+00  0.1970E+02  0.6017E+00  0.1249E+00 -0.6777E+02  0.1498E+01
   0.360E+00  0.1789E+02  0.6748E+00  0.1308E+00 -0.3311E+02  0.1209E+01
   0.390E+00  0.1669E+02  0.7457E+00  0.1365E+00 -0.1357E+02  0.1116E+01
   0.420E+00  0.1584E+02  0.8134E+00  0.1422E+00 -0.5313E+00  0.1098E+01
   0.450E+00  0.1521E+02  0.8775E+00  0.1480E+00  0.9100E+01  0.1113E+01
   0.480E+00  0.1470E+02  0.9377E+00  0.1538E+00  0.1676E+02  0.1144E+01
   0.510E+00  0.1429E+02  0.9941E+00  0.1597E+00  0.2312E+02  0.1183E+01
   0.540E+00  0.1395E+02  0.1047E+01  0.1658E+00  0.2854E+02  0.1223E+01
   0.570E+00  0.1366E+02  0.1095E+01  0.1719E+00  0.3326E+02  0.1264E+01
   0.600E+00  0.1340E+02  0.1140E+01  0.1782E+00  0.3741E+02  0.1304E+01
   0.630E+00  0.1317E+02  0.1182E+01  0.1847E+00  0.4110E+02  0.1343E+01
   0.660E+00  0.1296E+02  0.1220E+01  0.1912E+00  0.4436E+02  0.1379E+01
   0.690E+00  0.1278E+02  0.1255E+01  0.1979E+00  0.4730E+02  0.1413E+01
   0.720E+00  0.1260E+02  0.1287E+01  0.2046E+00  0.4989E+02  0.1445E+01
   0.750E+00  0.1244E+02  0.1317E+01  0.2115E+00  0.5223E+02  0.1474E+01
   0.780E+00  0.1229E+02  0.1344E+01  0.2185E+00  0.5431E+02  0.1501E+01
   0.810E+00  0.1215E+02  0.1369E+01  0.2255E+00  0.5616E+02  0.1526E+01
   0.840E+00  0.1202E+02  0.1391E+01  0.2327E+00  0.5779E+02  0.1549E+01
   0.870E+00  0.1190E+02  0.1411E+01  0.2400E+00  0.5923E+02  0.1570E+01
   0.900E+00  0.1178E+02  0.1430E+01  0.2473E+00  0.6052E+02  0.1589E+01
   0.930E+00  0.1167E+02  0.1447E+01  0.2548E+00  0.6163E+02  0.1607E+01
   0.960E+00  0.1156E+02  0.1462E+01  0.2623E+00  0.6261E+02  0.1622E+01
   0.990E+00  0.1146E+02  0.1476E+01  0.2699E+00  0.6347E+02  0.1637E+01
   0.102E+01  0.1136E+02  0.1489E+01  0.2776E+00  0.6419E+02  0.1650E+01
   0.105E+01  0.1126E+02  0.1500E+01  0.2854E+00  0.6483E+02  0.1662E+01
   0.108E+01  0.1117E+02  0.1510E+01  0.2932E+00  0.6535E+02  0.1673E+01
   0.111E+01  0.1108E+02  0.1519E+01  0.3012E+00  0.6579E+02  0.1682E+01
   0.114E+01  0.1100E+02  0.1527E+01  0.3092E+00  0.6614E+02  0.1691E+01
   0.117E+01  0.1092E+02  0.1535E+01  0.3173E+00  0.6643E+02  0.1699E+01
   0.120E+01  0.1083E+02  0.1541E+01  0.3255E+00  0.6665E+02  0.1706E+01
   0.123E+01  0.1076E+02  0.1547E+01  0.3337E+00  0.6681E+02  0.1712E+01
   0.126E+01  0.1068E+02  0.1552E+01  0.3421E+00  0.6691E+02  0.1718E+01
   0.129E+01  0.1061E+02  0.1556E+01  0.3505E+00  0.6695E+02  0.1723E+01
   0.132E+01  0.1054E+02  0.1560E+01  0.3590E+00  0.6696E+02  0.1727E+01
   0.135E+01  0.1047E+02  0.1564E+01  0.3676E+00  0.6692E+02  0.1731E+01
   0.138E+01  0.1041E+02  0.1566E+01  0.3763E+00  0.6685E+02  0.1735E+01
   0.141E+01  0.1034E+02  0.1569E+01  0.3851E+00  0.6674E+02  0.1737E+01
   0.144E+01  0.1028E+02  0.1571E+01  0.3939E+00  0.6660E+02  0.1740E+01
   0.147E+01  0.1021E+02  0.1572E+01  0.4029E+00  0.6644E+02  0.1742E+01
   0.150E+01  0.1015E+02  0.1573E+01  0.4119E+00  0.6624E+02  0.1743E+01
   0.153E+01  0.1009E+02  0.1574E+01  0.4210E+00  0.6603E+02  0.1745E+01
   0.156E+01  0.1003E+02  0.1575E+01  0.4302E+00  0.6579E+02  0.1746E+01
   0.159E+01  0.9977E+01  0.1575E+01  0.4395E+00  0.6553E+02  0.1746E+01
   0.162E+01  0.9925E+01  0.1575E+01  0.4489E+00  0.6526E+02  0.1747E+01
   0.165E+01  0.9869E+01  0.1574E+01  0.4583E+00  0.6497E+02  0.1747E+01
   0.168E+01  0.9817E+01  0.1574E+01  0.4678E+00  0.6467E+02  0.1747E+01
   0.171E+01  0.9767E+01  0.1573E+01  0.4773E+00  0.6436E+02  0.1747E+01
   0.174E+01  0.9718E+01  0.1572E+01  0.4869E+00  0.6404E+02  0.1746E+01
   0.177E+01  0.9670E+01  0.1571E+01  0.4966E+00  0.6371E+02  0.1746E+01
   0.180E+01  0.9621E+01  0.1570E+01  0.5062E+00  0.6337E+02  0.1745E+01
