   0.330E+00  0.1706E+02  0.8231E+00  0.1352E+00 -0.1895E+02
   0.360E+00  0.1608E+02  0.9351E+00  0.1428E+00 -0.3686E+00
   0.390E+00  0.1541E+02  0.1041E+01  0.1506E+00  0.1333E+02
   0.420E+00  0.1492E+02  0.1141E+01  0.1587E+00  0.2446E+02
   0.450E+00  0.1453E+02  0.1232E+01  0.1672E+00  0.3401E+02
   0.480E+00  0.1421E+02  0.1317E+01  0.1761E+00  0.4238E+02
   0.510E+00  0.1394E+02  0.1394E+01  0.1854E+00  0.4985E+02
   0.540E+00  0.1370E+02  0.1463E+01  0.1950E+00  0.5653E+02
   0.570E+00  0.1348E+02  0.1526E+01  0.2051E+00  0.6249E+02
   0.600E+00  0.1330E+02  0.1582E+01  0.1384+281  0.7998E+03
   0.630E+00  0.1311E+02  0.1632E+01  0.2263E+00  0.7254E+02
   0.660E+00  0.1294E+02  0.1677E+01  0.1877+280  0.7374E+03
   0.690E+00  0.1278E+02  0.1716E+01  0.3895+280  0.7105E+03
   0.720E+00  0.1263E+02  0.1751E+01  0.2609E+00  0.8358E+02
   0.750E+00  0.1249E+02  0.1781E+01  0.2732E+00  0.8634E+02
   0.780E+00  0.1236E+02  0.1808E+01  0.2157+280  0.6417E+03
   0.810E+00  0.1223E+02  0.1831E+01  0.2225+280  0.6221E+03
   0.840E+00  0.1210E+02  0.1852E+01  0.2294+280  0.6032E+03
   0.870E+00  0.1199E+02  0.1869E+01  0.4724+280  0.5858E+03
   0.900E+00  0.1187E+02  0.1884E+01  0.4862+280  0.5693E+03
   0.930E+00  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.960E+00  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.990E+00  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.102E+01  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.105E+01  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.108E+01  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.111E+01  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.114E+01  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.117E+01  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.120E+01  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.123E+01  0.1181E+02  0.1891E+01  0.2467+280  0.5610E+03
   0.126E+01  0.1180E+02  0.1890E+01  0.2475+280  0.5592E+03
   0.129E+01  0.1177E+02  0.1888E+01  0.3569E+00  0.9525E+02
   0.132E+01  0.1174E+02  0.1884E+01  0.2516+280  0.5500E+03
   0.135E+01  0.1170E+02  0.1879E+01  0.5076+280  0.5453E+03
   0.138E+01  0.1166E+02  0.1873E+01  0.3764E+00  0.9367E+02
   0.141E+01  0.1162E+02  0.1867E+01  0.3828E+00  0.9304E+02
   0.144E+01  0.1158E+02  0.1861E+01  0.3891E+00  0.9236E+02
   0.147E+01  0.1154E+02  0.1854E+01  0.3953E+00  0.9171E+02
   0.150E+01  0.1150E+02  0.1848E+01  0.4015E+00  0.9102E+02
   0.153E+01  0.1147E+02  0.1841E+01  0.5394+280  0.5131E+03
   0.156E+01  0.1143E+02  0.1834E+01  0.4137E+00  0.8964E+02
   0.159E+01  0.1139E+02  0.1828E+01  0.2753+280  0.5026E+03
   0.162E+01  0.1135E+02  0.1821E+01  0.8342+280  0.4977E+03
   0.165E+01  0.1131E+02  0.1814E+01  0.2809+280  0.4926E+03
   0.168E+01  0.1128E+02  0.1808E+01  0.5676+280  0.4876E+03
   0.171E+01  0.1124E+02  0.1801E+01  0.2867+280  0.4827E+03
   0.174E+01  0.1121E+02  0.1795E+01  0.8675+280  0.4786E+03
   0.177E+01  0.1117E+02  0.1788E+01  0.2921+280  0.4738E+03
   0.180E+01  0.1113E+02  0.1782E+01  0.8842+280  0.4695E+03
