   0.134E+00  0.3783E+02  0.2846E+00 -0.3703E+00 -0.5269E+03  0.3659E+01
   0.168E+00  0.1980E+02  0.1927E+00 -0.1066E-01 -0.1770E+02  0.3921E+00
   0.202E+00  0.1489E+02  0.2669E+00  0.1373E-02  0.2626E+01  0.3127E+00
   0.236E+00  0.1328E+02  0.3714E+00  0.4589E-02  0.9826E+01  0.4001E+00
   0.270E+00  0.1253E+02  0.5546E+00  0.8445E-02  0.1939E+02  0.5876E+00
   0.304E+00  0.1238E+02  0.6979E+00  0.1100E-01  0.2708E+02  0.7407E+00
   0.338E+00  0.1232E+02  0.8350E+00  0.1336E-01  0.3483E+02  0.8891E+00
   0.372E+00  0.1230E+02  0.9640E+00  0.1551E-01  0.4239E+02  0.1030E+01
   0.406E+00  0.1225E+02  0.1084E+01  0.1753E-01  0.4981E+02  0.1162E+01
   0.440E+00  0.1221E+02  0.1193E+01  0.1934E-01  0.5673E+02  0.1284E+01
   0.474E+00  0.1214E+02  0.1293E+01  0.2100E-01  0.6327E+02  0.1395E+01
   0.508E+00  0.1209E+02  0.1382E+01  0.2242E-01  0.6907E+02  0.1496E+01
   0.542E+00  0.1200E+02  0.1462E+01  0.2375E-01  0.7450E+02  0.1586E+01
   0.576E+00  0.1194E+02  0.1533E+01  0.2482E-01  0.7910E+02  0.1667E+01
   0.610E+00  0.1186E+02  0.1595E+01  0.2578E-01  0.8321E+02  0.1738E+01
   0.644E+00  0.1176E+02  0.1650E+01  0.2664E-01  0.8690E+02  0.1801E+01
   0.678E+00  0.1166E+02  0.1698E+01  0.2736E-01  0.9004E+02  0.1857E+01
   0.712E+00  0.1157E+02  0.1739E+01  0.2793E-01  0.9265E+02  0.1905E+01
   0.746E+00  0.1146E+02  0.1775E+01  0.2844E-01  0.9492E+02  0.1947E+01
   0.780E+00  0.1137E+02  0.1806E+01  0.2880E-01  0.9666E+02  0.1984E+01
   0.814E+00  0.1127E+02  0.1832E+01  0.2910E-01  0.9812E+02  0.2016E+01
   0.848E+00  0.1119E+02  0.1855E+01  0.2928E-01  0.9917E+02  0.2044E+01
   0.882E+00  0.1110E+02  0.1874E+01  0.2942E-01  0.9998E+02  0.2067E+01
   0.916E+00  0.1099E+02  0.1889E+01  0.2953E-01  0.1006E+03  0.2088E+01
   0.950E+00  0.1093E+02  0.1903E+01  0.2951E-01  0.1009E+03  0.2105E+01
   0.984E+00  0.1081E+02  0.1913E+01  0.2953E-01  0.1011E+03  0.2120E+01
   0.102E+01  0.1076E+02  0.1922E+01  0.2942E-01  0.1010E+03  0.2133E+01
   0.105E+01  0.1065E+02  0.1929E+01  0.2935E-01  0.1009E+03  0.2143E+01
   0.109E+01  0.1056E+02  0.1934E+01  0.2923E-01  0.1007E+03  0.2152E+01
   0.112E+01  0.1047E+02  0.1937E+01  0.2908E-01  0.1003E+03  0.2160E+01
   0.115E+01  0.1039E+02  0.1940E+01  0.2889E-01  0.9980E+02  0.2166E+01
   0.119E+01  0.1032E+02  0.1941E+01  0.2868E-01  0.9922E+02  0.2170E+01
   0.122E+01  0.1028E+02  0.1941E+01  0.2845E-01  0.9854E+02  0.2174E+01
   0.126E+01  0.1017E+02  0.1940E+01  0.2823E-01  0.9787E+02  0.2177E+01
   0.129E+01  0.1014E+02  0.1939E+01  0.2797E-01  0.9710E+02  0.2179E+01
   0.132E+01  0.1004E+02  0.1936E+01  0.2772E-01  0.9630E+02  0.2181E+01
   0.136E+01  0.9961E+01  0.1934E+01  0.2745E-01  0.9551E+02  0.2182E+01
   0.139E+01  0.9901E+01  0.1930E+01  0.2717E-01  0.9463E+02  0.2182E+01
   0.143E+01  0.9851E+01  0.1927E+01  0.2690E-01  0.9377E+02  0.2183E+01
   0.146E+01  0.9811E+01  0.1922E+01  0.2662E-01  0.9291E+02  0.2182E+01
   0.149E+01  0.9711E+01  0.1918E+01  0.2632E-01  0.9201E+02  0.2182E+01
   0.153E+01  0.9701E+01  0.1913E+01  0.2605E-01  0.9114E+02  0.2181E+01
   0.156E+01  0.9631E+01  0.1908E+01  0.2575E-01  0.9022E+02  0.2180E+01
   0.160E+01  0.9561E+01  0.1903E+01  0.2545E-01  0.8930E+02  0.2180E+01
   0.163E+01  0.9501E+01  0.1897E+01  0.2516E-01  0.8841E+02  0.2179E+01
   0.166E+01  0.9461E+01  0.1891E+01  0.2488E-01  0.8753E+02  0.2177E+01
   0.170E+01  0.9421E+01  0.1885E+01  0.2461E-01  0.8666E+02  0.2176E+01
   0.173E+01  0.9341E+01  0.1879E+01  0.2430E-01  0.8566E+02  0.2176E+01
   0.177E+01  0.9301E+01  0.1873E+01  0.2403E-01  0.8481E+02  0.2174E+01
   0.180E+01  0.9281E+01  0.1867E+01  0.2379E-01  0.8399E+02  0.2173E+01
